id,incorrect_form,incorrect_placement,incorrect_whitespace,incorrect_use
484275,0,0,0,0
484358,0,0,0,0
484470,0,0,0,0
484570,0,0,0,0
484595,0,0,1,0
484615,0,0,0,0
484726,0,0,0,0
484739,0,0,0,0
484847,0,0,0,0
484982,0,0,0,0
485027,0,0,0,0
485033,0,0,0,0
485192,0,0,0,0
485360,0,0,0,0
485394,0,0,0,0
485433,0,0,9,0
485670,0,0,0,0
485707,0,0,0,0
485814,0,0,0,0
485826,0,0,0,0
485839,0,1,0,0
486164,0,0,0,0
486310,0,0,0,0
486317,0,0,0,0
486369,0,0,0,0
486516,0,0,0,0
486576,0,0,0,0
486772,0,0,0,0
486804,0,0,0,0
486869,0,0,0,0
486950,0,0,0,0
487027,0,0,0,0
487055,0,0,0,0
487060,0,0,0,0
487094,0,0,0,0
487129,1,1,2,0
487198,0,0,4,0
487266,0,0,0,0
487268,0,0,0,0
487269,0,0,0,0
488131,0,0,1,0
488425,0,0,0,0
488452,1,6,12,0
488742,0,0,0,0
488754,0,0,0,0
488785,0,0,0,0
488845,0,0,0,0
489024,0,0,0,0
489186,0,0,0,0
489313,0,0,0,0
489394,0,0,4,0
489398,0,0,0,0
489588,0,0,0,0
489592,0,0,0,0
489699,0,0,0,0
489783,0,0,0,0
489799,0,0,0,0
489870,0,0,0,0
490113,0,0,0,0
490224,0,0,0,0
490399,0,0,0,0
490459,0,0,0,0
490482,0,0,0,0
490500,0,1,0,0
490734,0,0,0,0
490779,0,0,0,0
490858,0,0,0,0
490878,0,0,1,0
490947,0,0,1,0
490964,0,0,0,0
491040,0,0,0,0
491185,0,2,7,0
491236,1,2,11,0
491266,0,0,0,0
491290,0,0,0,0
491567,0,0,0,0
491740,2,0,0,0
491987,0,0,0,0
492130,0,0,0,0
492172,0,0,0,0
492287,0,0,0,0
492297,0,0,0,0
492299,0,0,0,0
493534,0,0,0,0
493602,0,0,0,0
493806,0,0,0,0
494122,0,0,0,0
494144,0,0,0,0
494288,0,0,0,0
494441,0,0,0,0
494449,0,0,1,0
494553,0,0,0,0
494716,0,0,0,0
494768,0,1,2,0
494914,0,0,0,0
494920,1,1,2,0
494949,0,0,0,0
494984,0,0,20,0
495003,0,0,0,0
495042,0,0,0,0
495162,0,0,1,0
495287,0,0,0,0
495306,0,0,0,0
495465,0,0,0,0
495491,0,0,0,0
495560,0,0,0,0
495587,0,2,3,0
495647,0,2,4,0
495666,0,0,0,0
495905,0,0,0,0
496081,0,0,0,0
496517,0,0,0,0
496533,0,0,0,0
496685,0,0,0,0
496700,0,0,0,0
496797,0,0,0,0
496929,0,0,0,0
496936,0,0,0,0
497157,0,0,0,0
497374,0,3,2,0
497456,0,0,0,0
497589,0,0,0,0
497634,2,0,0,0
497683,1,0,2,0
497727,0,0,0,0
498006,0,0,0,0
498096,0,0,0,0
498105,0,1,1,0
498133,0,0,0,0
498255,0,1,0,0
498359,0,0,0,0
498426,0,0,0,0
498509,0,6,0,0
498549,0,0,0,0
498632,0,0,0,0
498636,0,0,2,0
498720,0,0,0,0
498724,0,0,0,0
498745,0,0,0,0
498782,0,0,0,0
498784,0,0,1,0
498796,0,0,0,0
498806,0,0,0,0
498826,0,0,0,0
498831,0,0,0,0
498869,0,0,0,0
498871,0,0,0,0
498995,2,0,0,0
499214,0,0,0,0
499405,0,0,0,0
499485,0,0,0,0
499506,0,0,0,0
499664,0,0,0,0
499754,2,0,0,0
499797,0,0,0,0
499875,0,0,2,0
499897,1,1,11,0
499961,0,0,0,0
500056,0,0,0,0
500124,0,0,0,0
500136,0,0,11,0
500140,0,0,0,0
500165,0,0,1,0
500308,1,0,0,0
500347,0,0,0,0
500471,0,0,1,0
500657,0,0,0,0
500737,1,0,0,0
500754,0,0,0,0
500824,0,0,0,0
500826,1,0,0,0
501056,0,0,1,0
501067,0,0,0,0
501131,0,0,3,0
501161,0,0,0,0
501235,0,0,0,0
501236,4,0,6,0
501432,0,0,0,0
501513,0,0,0,0
501648,0,0,0,0
501772,0,0,0,0
501774,0,1,0,0
501778,1,0,0,0
501779,0,0,0,0
501830,0,0,0,0
501938,0,0,0,0
501978,0,0,0,0
502001,0,0,0,0
502097,0,0,0,0
502134,0,0,0,0
502141,0,0,0,0
502181,0,0,0,0
502189,0,0,0,0
502193,0,0,0,0
502371,0,0,0,0
502676,0,0,0,0
503229,0,0,0,0
503425,2,0,0,3
503429,0,0,0,0
503440,0,0,0,0
503442,0,0,0,0
503524,0,0,0,0
503531,0,0,0,0
503589,0,0,0,0
503680,0,0,0,0
503717,0,0,0,0
503754,0,0,0,0
503761,0,1,0,0
504015,0,0,0,0
504061,0,0,0,0
504122,0,0,0,0
504226,0,0,0,0
504370,0,0,0,0
504405,0,0,0,0
504528,7,0,2,0
504830,0,0,0,0
504883,0,0,0,0
504972,0,0,0,0
504986,0,0,0,0
505024,0,0,0,0
505039,0,0,0,0
505089,2,5,30,0
505366,0,0,0,0
505369,0,0,0,0
505434,0,0,0,0
505489,0,0,0,0
505547,0,0,0,0
505645,0,0,0,0
505683,0,0,0,0
505761,0,0,1,0
505776,0,0,0,0
505997,0,0,0,0
506066,0,0,3,0
506088,0,0,0,0
506168,0,0,2,0
506174,0,0,0,0
506254,0,0,0,0
506368,0,0,0,0
506451,0,0,0,0
506477,0,3,0,0
506479,0,0,0,0
506518,3,0,0,0
506824,0,0,0,0
506827,0,0,0,0
506943,0,0,0,0
507094,0,0,0,0
507146,0,0,0,0
507341,0,0,0,0
507358,0,0,2,0
507411,0,3,2,0
507414,0,0,0,0
507468,0,0,0,0
507506,0,0,0,0
507551,0,0,0,0
507562,0,0,0,0
507568,0,0,0,0
507686,0,0,0,0
507689,0,0,0,0
507769,0,0,0,0
507820,0,0,0,0
508062,0,0,0,0
508093,0,0,0,0
508153,3,0,1,0
508187,0,1,0,0
508270,0,0,0,0
508272,0,0,0,0
508412,0,0,0,0
508442,2,0,2,0
508494,0,0,0,0
508605,0,0,2,0
508611,0,0,2,0
508759,0,0,0,0
508780,0,0,0,0
508804,0,0,0,0
508871,0,0,0,0
508881,0,0,0,0
508901,0,0,0,0
509045,0,0,0,0
509063,0,0,1,0
509189,0,0,0,0
509223,0,0,0,0
509272,0,0,0,0
509284,0,0,0,0
509299,0,2,0,0
509306,0,0,0,0
509450,0,3,0,0
509524,0,0,0,0
509543,0,0,0,0
509594,0,0,0,0
509623,0,0,0,0
509628,0,0,0,0
509684,0,0,0,0
509686,0,0,0,0
509731,0,0,0,0
509805,0,0,0,0
509810,0,0,4,0
509993,0,0,0,0
510014,0,0,1,0
510044,0,0,0,0
510421,0,0,0,0
510439,0,0,0,0
510449,0,0,0,0
510494,0,0,0,0
510502,0,0,0,0
510505,0,0,0,0
510515,0,0,0,0
510682,0,0,0,0
510730,0,0,2,0
510753,1,0,0,0
510756,0,0,0,0
510846,0,0,0,0
510874,0,0,0,0
510927,0,0,0,0
510960,0,0,0,0
511055,0,0,0,0
511071,0,0,1,0
511079,0,0,0,0
511081,0,0,0,0
511183,0,0,2,0
511195,0,0,0,0
511201,0,0,0,0
511210,0,0,0,0
511218,2,0,0,0
511219,0,0,0,0
511232,0,0,0,0
511363,0,0,3,0
511454,0,0,1,0
511486,1,3,16,2
511712,0,0,0,0
511733,0,0,0,0
511770,0,0,0,0
511821,0,0,0,0
511872,0,0,0,0
511874,0,0,0,0
511893,0,0,0,0
511925,0,0,0,0
511943,0,0,0,0
512208,0,0,0,0
512216,0,0,0,0
512239,0,0,0,0
512249,0,0,1,0
512349,0,0,0,0
512352,0,0,0,0
512381,0,0,0,0
512384,0,0,0,0
512643,0,2,0,0
512644,0,0,0,0
512664,0,0,0,0
512745,0,0,0,0
512796,0,0,1,0
512808,0,0,0,0
512950,0,0,2,0
513067,0,0,0,0
513336,0,0,0,0
513468,0,0,0,0
513485,0,0,0,0
513555,0,0,0,0
513673,0,0,0,0
513700,0,0,0,0
513708,1,1,0,2
513733,0,0,0,0
513751,0,0,0,0
513770,2,0,2,0
513773,0,0,0,0
513905,0,0,0,0
513975,0,0,0,0
514017,0,0,0,0
514102,0,0,0,0
514404,0,0,0,0
514419,0,0,0,0
514438,0,0,0,0
514497,0,0,0,0
514534,0,0,0,0
514538,0,0,0,0
514713,0,0,0,0
514769,2,0,0,0
514863,0,0,0,0
514981,0,0,0,0
515072,0,0,0,0
515100,0,0,0,0
515425,0,0,0,0
515440,0,0,0,0
515552,0,0,0,0
515649,0,0,0,0
515704,0,0,0,0
515712,0,0,0,0
515918,0,0,0,0
515919,0,0,0,0
515945,0,0,1,0
516023,0,0,0,0
516091,0,0,0,0
516202,0,0,0,0
516229,1,0,0,0
516314,0,0,0,0
516382,0,0,0,0
516435,0,0,0,0
516514,0,0,0,0
516553,0,0,0,0
516560,0,0,0,0
516724,0,0,1,0
516852,0,0,0,0
517134,1,0,2,0
517387,0,0,0,0
517397,0,0,0,0
517535,0,1,0,0
517618,0,0,0,0
517657,0,0,0,0
517693,0,0,0,0
517713,0,0,0,0
517749,0,0,0,0
517822,0,0,0,0
517867,0,0,0,0
517924,0,0,0,0
517927,0,0,4,0
518138,0,0,0,0
518327,0,0,0,0
518540,0,0,0,0
518593,0,0,0,0
518727,0,0,2,0
518778,0,0,0,0
518898,0,0,0,0
519090,0,0,0,0
519116,0,0,0,0
519141,0,0,0,0
519167,0,1,21,0
519206,0,0,1,0
519239,0,0,2,0
519332,0,0,0,0
519420,0,0,0,0
519453,0,0,0,0
519608,0,0,0,0
519750,0,0,0,0
519841,0,0,3,0
519862,0,0,0,0
519980,0,0,0,1
520138,0,0,0,0
520195,0,0,0,0
520285,0,0,0,0
520297,0,0,0,0
520629,0,0,0,0
520777,0,0,0,0
520811,0,0,1,0
520934,0,0,0,0
521035,0,0,0,0
521107,0,0,0,0
521111,0,0,0,0
521212,1,0,0,0
521375,0,0,0,0
521491,0,0,0,0
521667,0,0,0,0
521691,0,0,0,0
521740,0,0,0,0
521753,0,0,0,0
521772,0,0,0,0
522036,0,0,0,0
522375,0,0,0,0
522390,0,0,0,0
522516,0,0,0,0
522680,0,0,0,0
522864,0,0,0,0
522896,0,0,0,0
523219,0,0,0,0
523342,0,0,0,0
523638,0,0,0,0
523650,0,0,1,0
523673,0,0,0,0
523675,0,0,0,0
523745,0,0,0,0
523768,1,0,0,0
523905,0,0,0,0
524040,0,0,0,0
524048,0,0,1,0
524166,0,0,0,0
524258,0,0,0,0
524498,0,5,3,0
524570,0,0,0,0
524588,1,1,0,0
524660,0,0,0,0
524665,0,0,0,0
524805,0,0,0,0
524871,0,0,0,0
525013,0,0,0,0
525278,0,0,0,0
525332,0,0,0,0
525413,0,0,4,0
525420,0,0,0,0
525654,0,0,0,0
525680,0,0,0,0
525688,0,0,0,0
525715,0,0,0,0
525725,0,6,21,0
525784,0,0,0,0
526024,0,0,0,0
526052,0,0,0,0
526063,0,0,0,0
526091,2,0,1,0
526175,0,0,0,0
526186,2,0,1,0
526218,0,0,0,0
526247,0,0,0,0
526385,0,0,0,0
526400,0,0,0,0
526529,1,0,1,0
526547,0,0,0,0
526687,0,1,2,0
526724,0,0,0,0
526806,0,0,0,0
526813,0,6,0,0
527162,0,0,0,0
527237,0,0,0,0
527414,0,2,6,0
527417,0,0,0,0
527441,0,5,0,0
527923,0,0,0,0
528185,0,0,0,0
528201,0,0,0,0
528236,0,0,0,0
528402,0,0,0,0
528798,0,0,0,0
528817,0,0,0,0
528854,0,0,0,0
529035,0,0,0,0
529189,0,0,0,0
529191,0,0,6,0
529193,0,1,1,0
529194,0,6,0,0
529207,3,1,2,0
529239,0,0,0,0
529279,14,0,32,0
529286,0,0,0,0
529360,0,2,8,0
529504,0,0,0,0
529505,0,0,0,0
529521,0,0,2,0
529523,0,0,0,0
529622,0,0,0,0
529627,0,0,0,0
529719,0,0,0,0
529749,0,0,0,0
529753,0,0,1,0
529778,1,0,1,0
529849,0,0,0,0
529874,0,0,0,0
529927,0,0,9,0
530278,0,0,0,0
530393,0,0,0,0
530497,0,0,0,0
530549,0,0,0,0
530582,0,0,0,0
531782,0,0,3,0
531919,0,0,0,0
532109,0,0,0,0
532187,0,0,0,0
532195,0,0,0,0
532216,0,0,0,0
532336,0,0,0,0
532411,0,0,0,0
532430,0,0,0,0
532592,0,0,0,0
532689,0,0,0,0
532698,0,0,0,0
532845,0,0,0,0
532878,0,0,0,0
532926,0,0,0,0
532948,0,0,0,0
533275,0,0,6,0
533288,0,0,0,0
533312,0,0,0,0
533386,0,0,0,0
533478,0,0,0,0
533705,0,0,0,0
533713,0,0,0,0
533725,2,1,2,0
533750,0,0,0,0
533752,0,0,0,0
533833,0,0,0,0
533849,0,0,0,0
533882,0,0,0,0
533913,1,1,12,0
533917,0,0,0,0
533935,0,0,0,0
533990,0,0,0,0
534111,0,0,0,0
534214,0,0,0,0
534225,0,0,0,0
534242,0,0,0,0
534305,4,3,0,0
534401,0,0,0,0
534410,0,0,0,0
534541,0,0,0,0
534545,0,0,0,0
534547,0,0,0,0
534643,0,2,0,0
534729,0,0,0,0
534751,0,0,0,0
534755,0,0,2,0
535001,1,0,3,0
535105,0,0,0,0
535173,0,0,0,0
535352,0,0,0,0
535362,0,1,0,0
535432,0,0,0,0
535537,0,0,0,0
535653,0,0,0,0
535705,1,0,0,0
535720,0,0,4,0
535723,0,0,0,0
535778,0,0,0,0
536061,0,0,0,0
536097,0,0,0,0
536110,0,0,0,0
536332,0,0,0,0
536341,0,0,0,0
536456,0,0,0,0
536463,0,0,0,0
536486,0,0,5,0
536687,0,0,0,0
536691,0,0,0,0
537048,0,0,6,0
537144,2,0,2,2
537227,4,4,59,0
537476,0,0,0,0
537616,0,0,0,0
537623,0,0,0,0
537666,0,0,0,0
537743,0,0,0,0
538036,0,0,0,0
538066,0,0,0,0
538116,0,0,0,0
538397,0,0,0,0
538488,1,0,3,0
538523,0,0,0,0
538642,0,0,0,0
538693,0,0,0,0
538717,0,0,0,0
538813,0,0,0,0
538821,0,0,0,0
538829,1,0,2,0
538852,0,0,0,0
538997,0,0,0,0
539252,0,0,0,0
539265,0,0,0,0
539285,0,0,1,0
539434,0,0,0,0
539449,0,0,0,0
539543,0,0,0,0
539559,0,0,0,0
539796,0,0,0,0
539966,0,0,0,0
540076,0,0,0,0
540108,0,0,0,0
540201,1,0,0,0
540371,1,0,0,0
540392,0,0,0,0
540641,0,0,0,0
540749,0,0,0,0
540824,0,0,0,0
541004,0,0,0,0
541006,0,0,1,0
541020,0,0,0,0
541037,0,0,0,0
541101,0,0,0,0
541169,0,0,0,0
541540,0,0,0,0
541630,0,0,0,0
541791,0,0,0,0
542165,0,0,1,0
542224,0,0,0,0
542405,0,0,0,0
542646,0,0,0,0
542796,0,0,0,0
542841,0,0,0,0
542852,1,0,0,0
542967,0,0,0,0
542981,0,0,0,0
542998,0,0,0,0
543017,1,0,0,0
543190,0,0,0,0
543192,0,0,0,0
543222,0,4,0,0
543321,0,0,1,0
543364,0,0,0,0
543378,0,0,0,0
543433,0,0,0,0
543493,0,0,0,0
543632,0,0,0,0
543643,0,1,0,0
543780,0,0,0,0
543968,0,0,0,0
544023,1,0,0,0
544042,0,0,0,0
544068,0,0,0,0
544130,0,0,0,0
544326,0,0,0,0
544366,0,0,0,0
544375,0,0,1,0
544463,0,0,0,0
544473,0,0,0,0
544540,0,0,0,0
544821,0,0,0,0
544967,0,0,2,0
545135,0,0,0,0
545170,0,0,0,0
545255,0,0,0,0
545402,0,0,0,0
545428,2,0,1,0
545501,0,0,0,0
545573,0,0,0,0
545633,0,0,0,0
546144,0,0,0,0
546430,1,0,5,0
546512,0,0,0,0
546628,0,0,0,0
546637,0,0,0,0
546681,0,0,0,0
546749,0,0,0,0
547038,0,0,0,0
547052,0,0,0,0
547059,0,0,0,0
547226,1,0,0,0
547293,0,0,0,0
547364,0,0,0,0
547378,0,0,0,0
547383,0,0,0,0
547534,6,0,4,0
547689,0,0,0,0
547769,0,0,0,0
547772,0,0,0,0
547937,0,0,0,0
547989,0,0,0,0
548149,0,0,2,0
548202,0,0,0,0
548214,0,4,2,0
548220,1,0,2,0
548305,0,0,0,0
548371,0,0,0,0
548467,0,0,3,3
548560,0,0,0,0
548575,0,0,0,0
548595,0,0,0,0
548955,0,0,0,0
549029,0,0,0,0
549078,0,0,0,0
549192,1,0,0,0
549254,0,0,0,0
549255,0,0,1,0
549349,0,0,0,0
549367,0,0,0,0
549372,0,0,0,0
549615,0,0,0,0
549853,0,0,0,0
549953,0,0,0,0
550122,0,0,0,0
550219,0,0,0,0
550224,0,0,0,0
550245,0,0,0,0
550325,0,0,0,0
550336,0,0,0,0
550416,1,0,0,0
550452,0,0,0,0
550692,0,0,0,0
550791,0,0,0,0
550882,0,0,0,0
550901,0,0,0,0
550908,0,3,4,0
550946,0,0,0,0
551008,0,0,0,0
551017,0,0,0,0
551092,0,0,0,0
551127,0,0,1,0
551164,2,2,2,0
551168,0,0,0,0
551198,0,0,0,0
551325,0,0,0,0
551391,0,0,0,0
551445,0,2,2,0
551863,0,0,0,0
551912,0,0,0,0
551924,0,0,0,0
551942,0,0,1,0
551967,0,0,0,0
552117,0,0,0,0
552136,0,0,0,0
552225,1,0,1,0
552264,0,0,3,0
552268,0,0,0,0
552343,0,0,0,0
552356,0,0,4,0
552496,0,0,0,0
552514,0,0,0,0
552551,0,0,0,0
552653,0,0,0,0
552855,0,0,0,0
552945,0,0,0,0
553068,0,0,2,0
553400,0,0,0,0
553440,0,0,0,0
553645,0,0,0,0
553735,1,0,1,0
553742,0,0,0,0
553792,0,0,0,0
553805,1,0,0,0
553897,1,0,3,0
553935,1,0,0,0
554181,0,0,0,0
554233,0,0,0,0
554280,0,0,0,0
554344,0,0,0,0
554389,0,0,0,0
554644,0,0,0,0
554762,0,0,0,0
554866,0,0,0,0
554984,1,1,1,0
555102,0,0,0,0
555240,0,0,0,0
555282,0,0,0,0
555326,0,0,0,0
555506,0,0,0,0
555535,0,0,0,0
555601,0,0,0,0
555623,0,0,0,0
555635,0,0,0,0
555663,0,0,0,0
556002,0,0,2,0
556143,0,0,0,0
556167,0,0,0,0
556291,2,0,0,0
556360,0,0,0,0
556589,0,0,0,0
556695,0,0,0,0
556858,0,0,1,0
556943,0,0,0,0
557001,0,0,0,0
557083,0,0,0,0
557116,0,0,0,0
557138,0,0,0,0
557284,0,0,0,0
557312,0,0,1,0
557343,0,0,0,0
557365,1,0,0,0
557412,0,0,0,0
557521,0,0,0,0
557556,0,0,0,0
557577,0,0,1,0
557580,0,0,0,0
557592,0,0,0,0
557598,0,0,2,0
557602,0,0,0,0
557662,0,0,0,0
557715,0,0,0,0
557796,2,0,14,1
557843,0,0,0,0
557910,2,0,0,0
558078,0,0,0,0
558087,0,0,0,0
558105,0,0,0,0
558174,1,1,0,0
558184,0,0,0,0
558209,0,0,0,0
558299,0,0,0,0
558317,0,0,0,0
558415,0,0,0,0
558484,0,0,0,0
558752,0,0,0,0
558754,1,0,1,0
558764,0,0,0,0
558766,0,0,0,0
558894,0,0,0,0
558898,0,0,0,0
558946,0,0,0,0
559062,2,0,8,0
559086,0,0,0,0
559124,0,0,0,0
559234,0,0,0,0
559349,0,0,0,0
559352,0,0,0,0
559406,0,0,0,0
559427,1,0,0,0
559761,0,0,0,0
559957,0,0,0,0
560209,0,0,0,0
560284,9,0,1,0
560345,0,0,0,0
560476,0,0,0,0
560477,1,0,3,0
560535,0,0,0,0
560654,0,0,0,0
560772,0,0,0,0
560815,0,0,0,0
560919,0,0,1,0
560930,0,0,0,0
560951,0,0,0,0
560954,0,0,0,0
561006,0,0,0,0
561049,0,2,0,0
561081,0,0,0,0
561097,0,0,0,0
561280,0,0,0,0
561588,0,0,0,0
561632,0,0,0,0
561637,0,0,0,0
561682,0,0,0,0
561717,0,0,0,0
561865,0,0,0,0
561979,2,0,0,0
562205,0,0,0,0
562249,0,0,0,0
562372,0,0,0,0
562412,0,0,0,0
562537,0,0,0,0
562962,1,0,0,0
563035,0,0,0,0
563074,1,0,0,0
563317,0,0,0,0
563472,0,0,0,0
563478,0,0,0,0
563558,0,0,0,0
563588,0,0,0,0
563590,0,0,0,0
563666,0,0,0,0
563723,0,0,0,0
563764,0,0,0,0
563913,0,0,0,0
564114,0,0,0,0
564164,0,0,3,0
564172,0,0,0,0
564398,0,0,0,0
564445,0,0,0,0
564488,0,0,0,0
564505,0,0,0,0
564619,0,0,0,0
564671,0,0,0,0
564709,0,0,0,0
564741,0,0,0,0
564902,0,0,0,0
565146,0,0,3,0
565189,0,0,0,0
565203,0,0,0,0
565226,0,0,0,0
565376,0,0,0,0
565564,0,0,0,0
565624,0,0,0,0
565641,0,0,0,0
565728,0,0,0,0
565815,0,0,0,0
565886,0,0,0,0
565913,0,0,0,0
565930,0,0,0,0
565941,0,0,0,0
566064,0,0,2,0
566136,0,0,0,0
566213,0,0,0,0
566281,0,0,0,0
566318,0,0,0,0
566436,0,0,0,0
566471,0,0,0,0
566760,0,0,0,0
566849,0,0,0,0
566876,0,0,0,0
567183,0,0,0,0
567285,0,0,0,0
567306,0,0,7,0
567477,0,0,0,0
567478,0,0,0,0
567496,0,0,0,0
567502,0,0,0,0
567653,0,0,0,0
568075,0,0,0,0
568449,0,0,0,0
568493,0,0,0,0
568512,0,0,1,1
568626,0,0,1,0
568629,0,0,0,0
568709,0,0,0,0
568713,0,0,0,0
568800,0,0,0,0
568805,0,0,0,0
568874,0,0,0,0
569117,0,0,0,0
569142,0,0,0,0
569153,0,0,0,0
569219,0,0,2,0
569257,0,0,0,0
569397,0,0,0,0
569399,0,0,0,0
569579,0,0,1,0
569618,0,1,3,0
569750,0,1,4,0
569854,2,0,0,0
569941,0,3,8,0
569943,0,0,0,0
569944,0,0,0,0
569985,0,0,0,0
570287,0,0,0,0
570490,0,0,0,0
570569,0,0,0,0
570579,0,0,0,0
570599,0,0,0,0
570718,0,0,0,0
570814,0,0,0,0
570875,1,0,2,0
570943,0,0,0,0
571042,0,0,5,0
571101,0,0,0,0
571163,0,0,0,0
571358,0,0,0,0
571377,0,0,0,0
571388,0,0,0,0
571448,0,0,0,0
571457,0,0,0,0
571497,0,0,0,0
571606,0,0,0,0
571714,0,0,0,0
571817,0,0,0,0
571889,0,0,0,0
572026,0,0,0,0
572035,0,0,0,0
572055,0,0,0,0
572254,0,0,0,0
572311,0,0,0,0
572425,0,0,1,0
572441,0,0,0,0
572448,1,0,0,0
572755,0,0,0,0
572770,1,0,1,0
572816,2,0,3,0
572923,0,0,0,0
572924,0,0,0,0
572941,2,0,0,0
572979,0,0,0,0
573042,0,0,0,0
573070,0,0,0,0
573132,0,0,0,0
573143,0,0,0,0
573163,0,0,0,0
573249,0,0,0,0
573421,0,0,0,0
573434,0,0,0,0
573513,0,0,0,0
573709,0,0,0,0
573734,2,0,0,0
573784,0,0,0,0
573860,2,0,2,0
573877,0,0,0,0
573909,0,0,0,0
573934,0,0,0,0
573958,0,0,0,0
574003,0,0,0,0
574011,0,0,0,0
574216,0,0,0,0
574365,0,0,0,0
574417,0,0,0,0
574506,0,0,0,0
574511,0,0,0,0
574720,0,0,0,0
574828,0,0,0,0
574989,0,0,0,0
575193,0,0,0,0
575196,0,0,0,0
575222,4,0,0,0
575330,0,0,0,0
575380,0,0,0,0
575527,3,14,0,0
575676,0,1,6,0
575677,0,0,0,0
576231,3,0,12,0
576431,0,6,3,0
576493,1,0,0,0
576601,0,0,0,0
576642,0,0,0,0
576651,0,0,0,0
576689,0,0,0,0
576736,0,0,0,0
576947,0,0,0,0
577015,0,0,0,0
577132,0,0,0,0
577227,0,0,0,0
577257,0,0,0,0
577265,0,0,0,0
577279,0,0,0,0
577582,0,0,2,0
577881,0,0,0,0
578393,0,0,0,0
578417,0,0,0,0
578515,0,0,0,0
578553,0,0,0,0
578605,0,0,0,0
578733,0,0,0,0
578736,0,0,0,0
579017,0,0,0,0
579138,0,0,0,0
579140,0,0,0,0
579167,0,0,0,0
579177,0,0,2,0
579342,0,0,1,0
579386,0,0,0,0
579403,0,0,0,0
579424,0,0,0,0
579429,2,0,7,0
579702,0,0,0,0
579707,0,0,0,0
579810,0,0,0,0
579915,0,0,0,0
579943,0,0,0,0
579959,0,0,0,0
580025,0,0,0,0
580082,2,0,2,0
580097,0,0,4,0
580131,7,4,84,0
580134,0,0,0,0
580165,0,0,0,0
580231,0,0,0,0
580252,0,0,2,0
580266,0,0,0,0
580461,0,0,0,0
580802,0,0,0,0
580814,0,0,0,0
580904,0,0,0,0
580918,0,0,0,0
580940,0,0,0,0
581006,0,0,0,0
581025,0,0,0,0
581229,0,0,0,0
581605,1,0,0,0
581648,1,0,0,0
581662,0,0,0,0
581701,0,0,0,0
581914,0,0,0,0
581918,0,0,0,0
582008,0,0,0,0
582756,0,0,0,0
582848,0,0,0,0
583054,0,0,1,0
583174,0,0,0,0
583334,0,0,0,0
583355,0,0,0,0
583382,0,0,0,0
583424,0,0,0,0
583571,0,0,0,0
583702,0,0,0,0
583746,0,0,0,0
583818,0,0,2,0
584040,0,0,0,0
584053,0,0,0,0
584074,4,0,0,0
584120,0,0,0,0
584281,0,0,0,0
584343,0,0,0,0
584490,0,0,0,0
584620,0,0,0,0
584635,0,0,0,0
584644,0,0,0,0
584666,0,0,4,0
584759,0,0,0,0
584808,0,0,0,0
584919,0,0,0,0
584932,0,0,0,0
584933,0,0,0,0
584939,0,0,0,0
584941,0,0,0,0
585346,0,0,0,0
585352,0,0,0,0
585355,0,0,0,0
585356,0,0,0,0
585376,0,0,0,0
585398,0,0,0,0
585550,0,0,0,0
585674,0,0,0,0
585717,0,0,0,0
585720,0,0,0,0
585740,0,0,0,0
585771,0,0,0,0
585934,0,1,2,0
586056,0,0,0,0
586339,0,0,0,0
586529,0,0,0,0
586653,0,0,0,0
586667,0,0,0,0
586674,0,0,0,0
586736,0,0,0,0
586806,0,0,1,0
586855,0,0,0,0
586877,0,0,0,0
587115,0,0,0,0
587127,0,0,2,0
587187,0,0,0,0
587204,0,0,0,0
587223,0,0,0,0
587666,0,0,0,0
587670,0,0,0,0
587738,0,0,0,0
587846,0,0,0,0
588022,0,0,0,0
588177,0,0,0,0
588244,1,0,0,0
588274,0,0,0,0
588318,0,0,0,0
588319,0,0,0,0
605752,0,0,0,0
605780,0,0,0,0
605855,0,0,0,0
605951,0,0,0,0
606078,0,0,0,0
606179,2,0,0,0
606462,0,0,0,0
606471,0,0,0,0
606479,0,0,0,0
606733,0,0,0,0
606868,0,0,0,0
606984,1,0,0,0
607204,0,0,0,0
607342,0,0,0,0
607504,0,0,0,0
607518,0,0,0,0
607565,0,0,0,0
607647,0,0,0,0
607761,0,0,2,0
607770,0,4,4,0
607808,0,0,0,0
607979,0,0,0,0
607994,0,0,0,0
608217,0,0,0,0
608333,0,0,0,0
608516,0,0,0,0
608655,0,0,0,0
608674,1,0,1,0
608716,0,0,0,0
608915,0,0,3,0
608948,0,0,0,0
609107,2,0,6,0
609176,0,0,0,0
609188,0,0,0,0
609239,0,0,0,0
609269,0,0,1,0
609405,0,0,1,0
609563,0,0,0,0
609787,0,0,0,0
609850,0,0,0,0
609885,0,0,0,0
609946,0,0,0,0
609983,0,0,0,0
610089,0,0,0,0
610246,0,0,0,0
610250,0,0,0,0
610296,0,0,0,0
610373,0,0,0,0
610438,0,0,0,0
610474,0,0,0,0
610487,0,0,0,0
610513,0,0,0,0
610517,0,0,0,0
610581,1,0,0,0
610746,0,0,0,0
610763,0,0,0,0
610807,0,0,0,0
610808,0,0,0,0
610820,0,0,0,0
611001,0,0,0,0
611205,0,0,0,0
611207,0,0,0,0
611219,0,0,0,0
611230,0,0,0,0
611395,0,0,0,0
611421,0,0,0,0
611424,0,0,0,0
611425,0,0,0,0
611584,0,0,0,0
611608,0,0,0,0
611658,0,0,0,0
